item_type,date_uploaded,source_file,item_id,title,genre,source,date,place_of_origin,subject,item_format,language,contributor,rights,alternative_title
still image,2024-12-08,nypl-item-metadata\0af31700-c5d3-012f-3998-58d385a7bc34.json,0af31700-c5d3-012f-3998-58d385a7bc34,"['Rickshaw and bullock hackery, Colombo.']",Postcards,https://digitalcollections.nypl.org/items/0af31700-c5d3-012f-3998-58d385a7bc34,"['1907', '1918']",Ceylon,"['Sri Lankans', 'Sri Lanka', 'Rickshaws', 'Carts & wagons', 'Taxicabs']","['Collotypes', '9 x 14 cm.', 'Photomechanical prints']",eng,A.W.A. Plâté & Co.,"The New York Public Library believes that this item is in the public domain under the laws of the United States, but did not make a determination as to its copyright status under the copyright laws of other countries. This item may not be in the public domain under the laws of other countries. Though not required, if you want to credit us as the source, please use the following statement, ""From The New York Public Library,"" and provide a link back to the item on our Digital Collections site. Doing so helps us track how our collection is used and helps justify freely releasing even more content in the future.",Not found
still image,2024-12-08,nypl-item-metadata\0b2d78b0-c5d2-012f-e814-58d385a7bc34.json,0b2d78b0-c5d2-012f-e814-58d385a7bc34,"['Cherry blossoms at Karurusu, Nagasaki.']",Postcards,https://digitalcollections.nypl.org/items/0b2d78b0-c5d2-012f-e814-58d385a7bc34,Not found,Made in Japan,"['Nagasaki-shi (Japan)', 'Flowers', 'Cherry trees', 'Pedestrian bridges']","['Collotypes', '9 x 14 cm.', 'Hand colored.']",eng,s.n.,"The New York Public Library believes that this item is in the public domain under the laws of the United States, but did not make a determination as to its copyright status under the copyright laws of other countries. This item may not be in the public domain under the laws of other countries. Though not required, if you want to credit us as the source, please use the following statement, ""From The New York Public Library,"" and provide a link back to the item on our Digital Collections site. Doing so helps us track how our collection is used and helps justify freely releasing even more content in the future.",Not found
still image,2024-12-08,nypl-item-metadata\0b646e60-c5d2-012f-c3a7-58d385a7bc34.json,0b646e60-c5d2-012f-c3a7-58d385a7bc34,['Near Nagasaki station.'],Postcards,https://digitalcollections.nypl.org/items/0b646e60-c5d2-012f-c3a7-58d385a7bc34,Not found,Made in Japan,"['Nagasaki-shi (Japan)', 'Street railroads', 'Hills', 'Signs (Notices)']","['Collotypes', '9 x 14 cm.', 'Hand colored.']",eng,s.n.,"The New York Public Library believes that this item is in the public domain under the laws of the United States, but did not make a determination as to its copyright status under the copyright laws of other countries. This item may not be in the public domain under the laws of other countries. Though not required, if you want to credit us as the source, please use the following statement, ""From The New York Public Library,"" and provide a link back to the item on our Digital Collections site. Doing so helps us track how our collection is used and helps justify freely releasing even more content in the future.",Not found
still image,2024-12-08,nypl-item-metadata\0b7232d0-c5d3-012f-3ff3-58d385a7bc34.json,0b7232d0-c5d3-012f-3ff3-58d385a7bc34,['Native hut and occupants.'],Postcards,https://digitalcollections.nypl.org/items/0b7232d0-c5d3-012f-3ff3-58d385a7bc34,"['1907', '1918']",Ceylon,"['Sri Lankans', 'Sri Lanka', 'Dwellings--Sri Lanka', 'Huts']","['Collotypes', '9 x 14 cm.', 'Photomechanical prints']",eng,A.W.A. Plâté & Co.,"The New York Public Library believes that this item is in the public domain under the laws of the United States, but did not make a determination as to its copyright status under the copyright laws of other countries. This item may not be in the public domain under the laws of other countries. Though not required, if you want to credit us as the source, please use the following statement, ""From The New York Public Library,"" and provide a link back to the item on our Digital Collections site. Doing so helps us track how our collection is used and helps justify freely releasing even more content in the future.",Not found
still image,2024-12-08,nypl-item-metadata\0badf2b0-c5d2-012f-f880-58d385a7bc34.json,0badf2b0-c5d2-012f-f880-58d385a7bc34,"['Kencho dori, Nagasaki.']",Postcards,https://digitalcollections.nypl.org/items/0badf2b0-c5d2-012f-f880-58d385a7bc34,Not found,Made in Japan,"['Nagasaki-shi (Japan)', 'Streets--Japan', 'Utility poles', 'Signs (Notices)', 'City & town life']","['Collotypes', '9 x 14 cm.', 'Hand colored.']",eng,s.n.,"The New York Public Library believes that this item is in the public domain under the laws of the United States, but did not make a determination as to its copyright status under the copyright laws of other countries. This item may not be in the public domain under the laws of other countries. Though not required, if you want to credit us as the source, please use the following statement, ""From The New York Public Library,"" and provide a link back to the item on our Digital Collections site. Doing so helps us track how our collection is used and helps justify freely releasing even more content in the future.",Not found
still image,2024-12-08,nypl-item-metadata\0bec1d30-c5d2-012f-43c1-58d385a7bc34.json,0bec1d30-c5d2-012f-43c1-58d385a7bc34,['Commercial street in Nagasaki.'],Postcards,https://digitalcollections.nypl.org/items/0bec1d30-c5d2-012f-43c1-58d385a7bc34,"['1907', '1918']",Made in Japan,"['Nagasaki-shi (Japan)', 'Banners', 'Commercial streets', 'City & town life -- Japan']","['Collotypes', '9 x 14 cm.', 'Hand colored.']",eng,s.n.,"The New York Public Library believes that this item is in the public domain under the laws of the United States, but did not make a determination as to its copyright status under the copyright laws of other countries. This item may not be in the public domain under the laws of other countries. Though not required, if you want to credit us as the source, please use the following statement, ""From The New York Public Library,"" and provide a link back to the item on our Digital Collections site. Doing so helps us track how our collection is used and helps justify freely releasing even more content in the future.",Not found
still image,2024-12-08,nypl-item-metadata\0c322a70-c5d3-012f-9034-58d385a7bc34.json,0c322a70-c5d3-012f-9034-58d385a7bc34,['Ceylon -- Colombo.  Mount Lavinia Hotel and sea shore.'],Postcards,https://digitalcollections.nypl.org/items/0c322a70-c5d3-012f-9034-58d385a7bc34,"['1907', '1918']",Ceylon,"['Sri Lanka', 'Beaches', 'Outrigger canoes', 'Hotels']","['Collotypes', '9 x 14 cm.', 'Photomechanical prints']",eng,A.W.A. Plâté & Co.,"The New York Public Library believes that this item is in the public domain under the laws of the United States, but did not make a determination as to its copyright status under the copyright laws of other countries. This item may not be in the public domain under the laws of other countries. Though not required, if you want to credit us as the source, please use the following statement, ""From The New York Public Library,"" and provide a link back to the item on our Digital Collections site. Doing so helps us track how our collection is used and helps justify freely releasing even more content in the future.",Not found
still image,2024-12-08,nypl-item-metadata\0c3f5ab0-c5d2-012f-b17c-58d385a7bc34.json,0c3f5ab0-c5d2-012f-b17c-58d385a7bc34,"['View of Mogi, Nagasaki.']",Postcards,https://digitalcollections.nypl.org/items/0c3f5ab0-c5d2-012f-b17c-58d385a7bc34,Not found,Made in Japan,"['Nagasaki-shi (Japan)', 'Piers & wharves', 'Dwellings']","['Collotypes', '9 x 14 cm.', 'Top left corner missing.']",eng,s.n.,"The New York Public Library believes that this item is in the public domain under the laws of the United States, but did not make a determination as to its copyright status under the copyright laws of other countries. This item may not be in the public domain under the laws of other countries. Though not required, if you want to credit us as the source, please use the following statement, ""From The New York Public Library,"" and provide a link back to the item on our Digital Collections site. Doing so helps us track how our collection is used and helps justify freely releasing even more content in the future.",Not found
still image,2024-12-08,nypl-item-metadata\0c7c6840-c5d2-012f-4898-58d385a7bc34.json,0c7c6840-c5d2-012f-4898-58d385a7bc34,"['Umegasakibashi, Nagasaki.']",Postcards,https://digitalcollections.nypl.org/items/0c7c6840-c5d2-012f-4898-58d385a7bc34,"['1907', '1918']",Made in Japan,"['Nagasaki-shi (Japan)', 'Bridges', 'Barges', 'Streets--Japan']","['Collotypes', '9 x 14 cm.', 'Hand colored.']",eng,s.n.,"The New York Public Library believes that this item is in the public domain under the laws of the United States, but did not make a determination as to its copyright status under the copyright laws of other countries. This item may not be in the public domain under the laws of other countries. Though not required, if you want to credit us as the source, please use the following statement, ""From The New York Public Library,"" and provide a link back to the item on our Digital Collections site. Doing so helps us track how our collection is used and helps justify freely releasing even more content in the future.",Not found
still image,2024-12-08,nypl-item-metadata\0cc83490-c5d2-012f-c027-58d385a7bc34.json,0cc83490-c5d2-012f-c027-58d385a7bc34,"['Oura, Nagasaki.']",Postcards,https://digitalcollections.nypl.org/items/0cc83490-c5d2-012f-c027-58d385a7bc34,Not found,Made in Japan,"['Nagasaki-shi (Japan)', 'Bridges', 'Streets--Japan']","['Collotypes', '9 x 14 cm.', 'Hand colored.']",eng,s.n.,"The New York Public Library believes that this item is in the public domain under the laws of the United States, but did not make a determination as to its copyright status under the copyright laws of other countries. This item may not be in the public domain under the laws of other countries. Though not required, if you want to credit us as the source, please use the following statement, ""From The New York Public Library,"" and provide a link back to the item on our Digital Collections site. Doing so helps us track how our collection is used and helps justify freely releasing even more content in the future.",Not found
still image,2024-12-08,nypl-item-metadata\0ccd5370-c5d1-012f-8fca-58d385a7bc34.json,0ccd5370-c5d1-012f-8fca-58d385a7bc34,"['Admiral Jellicoe landing at Suva, Fiji.']",Postcards,https://digitalcollections.nypl.org/items/0ccd5370-c5d1-012f-8fca-58d385a7bc34,Not found,Not found,Not found,Not found,,"Gardiner, Harry","The New York Public Library believes that this item is in the public domain under the laws of the United States, but did not make a determination as to its copyright status under the copyright laws of other countries. This item may not be in the public domain under the laws of other countries. Though not required, if you want to credit us as the source, please use the following statement, ""From The New York Public Library,"" and provide a link back to the item on our Digital Collections site. Doing so helps us track how our collection is used and helps justify freely releasing even more content in the future.",Not found
still image,2024-12-08,nypl-item-metadata\0cffc620-c5d2-012f-fc52-58d385a7bc34.json,0cffc620-c5d2-012f-fc52-58d385a7bc34,"['Humano-machi, Nagasaki.']",Postcards,https://digitalcollections.nypl.org/items/0cffc620-c5d2-012f-fc52-58d385a7bc34,"['1907', '1918']",Made in Japan,"['Nagasaki-shi (Japan)', 'Commercial streets', 'Banners', 'Streets--Japan']","['Collotypes', '14 x 9 cm.', 'Hand colored.']",eng,s.n.,"The New York Public Library believes that this item is in the public domain under the laws of the United States, but did not make a determination as to its copyright status under the copyright laws of other countries. This item may not be in the public domain under the laws of other countries. Though not required, if you want to credit us as the source, please use the following statement, ""From The New York Public Library,"" and provide a link back to the item on our Digital Collections site. Doing so helps us track how our collection is used and helps justify freely releasing even more content in the future.",Not found
still image,2024-12-08,nypl-item-metadata\0d177be0-c5d1-012f-4ff3-58d385a7bc34.json,0d177be0-c5d1-012f-4ff3-58d385a7bc34,"['Lami River, near Suva, Fiji.']",Postcards,https://digitalcollections.nypl.org/items/0d177be0-c5d1-012f-4ff3-58d385a7bc34,Not found,Not found,"['Lakes & ponds', 'Fiji']",Not found,,Not found,"The New York Public Library believes that this item is in the public domain under the laws of the United States, but did not make a determination as to its copyright status under the copyright laws of other countries. This item may not be in the public domain under the laws of other countries. Though not required, if you want to credit us as the source, please use the following statement, ""From The New York Public Library,"" and provide a link back to the item on our Digital Collections site. Doing so helps us track how our collection is used and helps justify freely releasing even more content in the future.",Not found
still image,2024-12-08,nypl-item-metadata\0d48db20-c5d2-012f-2485-58d385a7bc34.json,0d48db20-c5d2-012f-2485-58d385a7bc34,"['The Suwa Shrine, Nagasaki.']",Postcards,https://digitalcollections.nypl.org/items/0d48db20-c5d2-012f-2485-58d385a7bc34,"['1907', '1918']",Made in Japan.,"['Nagasaki-shi (Japan)', 'Shinto shrines', 'Stone lanterns', 'Stairways']","['Collotypes', '9 x 14 cm.', 'Hand colored.']",eng,s.n.,"The New York Public Library believes that this item is in the public domain under the laws of the United States, but did not make a determination as to its copyright status under the copyright laws of other countries. This item may not be in the public domain under the laws of other countries. Though not required, if you want to credit us as the source, please use the following statement, ""From The New York Public Library,"" and provide a link back to the item on our Digital Collections site. Doing so helps us track how our collection is used and helps justify freely releasing even more content in the future.",Not found
still image,2024-12-08,nypl-item-metadata\0d6ec2f0-c5d1-012f-8825-58d385a7bc34.json,0d6ec2f0-c5d1-012f-8825-58d385a7bc34,"['The harbour, Suva, Fiji.']",Postcards,https://digitalcollections.nypl.org/items/0d6ec2f0-c5d1-012f-8825-58d385a7bc34,Not found,Not found,"['Harbors', 'Fiji']",Not found,eng,Not found,"The New York Public Library believes that this item is in the public domain under the laws of the United States, but did not make a determination as to its copyright status under the copyright laws of other countries. This item may not be in the public domain under the laws of other countries. Though not required, if you want to credit us as the source, please use the following statement, ""From The New York Public Library,"" and provide a link back to the item on our Digital Collections site. Doing so helps us track how our collection is used and helps justify freely releasing even more content in the future.",Not found
still image,2024-12-08,nypl-item-metadata\0d86cf70-c5d2-012f-df68-58d385a7bc34.json,0d86cf70-c5d2-012f-df68-58d385a7bc34,"['Nagasaki, Dejima.']","['Postcards', 'Cityscapes']",https://digitalcollections.nypl.org/items/0d86cf70-c5d2-012f-df68-58d385a7bc34,"['1901', '1907']",Made in Japan.,"['Nagasaki-shi (Japan)', 'Deshima (Nagasaki-shi, Japan)', 'Harbors', 'Roofs']","['Collotypes', '9 x 14 cm.']",eng,s.n.,"The New York Public Library believes that this item is in the public domain under the laws of the United States, but did not make a determination as to its copyright status under the copyright laws of other countries. This item may not be in the public domain under the laws of other countries. Though not required, if you want to credit us as the source, please use the following statement, ""From The New York Public Library,"" and provide a link back to the item on our Digital Collections site. Doing so helps us track how our collection is used and helps justify freely releasing even more content in the future.",Not found
still image,2024-12-08,nypl-item-metadata\0dd33980-c5d2-012f-7df3-58d385a7bc34.json,0dd33980-c5d2-012f-7df3-58d385a7bc34,"['Maruyama-machi, Nagasaki.']",Postcards,https://digitalcollections.nypl.org/items/0dd33980-c5d2-012f-7df3-58d385a7bc34,Not found,Made in Japan.,"['Nagasaki-shi (Japan)', 'Streets--Japan', 'Dwellings', 'City & town life -- Japan']","['Collotypes', '9 x 14 cm.', 'Hand colored.']",eng,s.n.,"The New York Public Library believes that this item is in the public domain under the laws of the United States, but did not make a determination as to its copyright status under the copyright laws of other countries. This item may not be in the public domain under the laws of other countries. Though not required, if you want to credit us as the source, please use the following statement, ""From The New York Public Library,"" and provide a link back to the item on our Digital Collections site. Doing so helps us track how our collection is used and helps justify freely releasing even more content in the future.",Not found
still image,2024-12-08,nypl-item-metadata\0e0163e0-c5d1-012f-b70e-58d385a7bc34.json,0e0163e0-c5d1-012f-b70e-58d385a7bc34,"['Girls making mats, Fiji.']","['Postcards', 'Ethnographic photographs']",https://digitalcollections.nypl.org/items/0e0163e0-c5d1-012f-b70e-58d385a7bc34,Not found,Not found,"['Weaving', 'Fijians']",Not found,eng,F. W. Caine,"The New York Public Library believes that this item is in the public domain under the laws of the United States, but did not make a determination as to its copyright status under the copyright laws of other countries. This item may not be in the public domain under the laws of other countries. Though not required, if you want to credit us as the source, please use the following statement, ""From The New York Public Library,"" and provide a link back to the item on our Digital Collections site. Doing so helps us track how our collection is used and helps justify freely releasing even more content in the future.",Not found
still image,2024-12-08,nypl-item-metadata\0e0821b0-c5d3-012f-a6fd-58d385a7bc34.json,0e0821b0-c5d3-012f-a6fd-58d385a7bc34,['Ceylon tea packers.'],Postcards,https://digitalcollections.nypl.org/items/0e0821b0-c5d3-012f-a6fd-58d385a7bc34,Not found,Printed in England,"['Sri Lankans', 'Tea industry', 'Crates', 'Scales', 'Contract laborers', 'Sinhalese (Sri Lankan people)']","['Halftone photomechanical prints', '9 x 14 cm.']",eng,Raphael Tuck & Sons,"The New York Public Library believes that this item is in the public domain under the laws of the United States, but did not make a determination as to its copyright status under the copyright laws of other countries. This item may not be in the public domain under the laws of other countries. Though not required, if you want to credit us as the source, please use the following statement, ""From The New York Public Library,"" and provide a link back to the item on our Digital Collections site. Doing so helps us track how our collection is used and helps justify freely releasing even more content in the future.",Not found
still image,2024-12-08,nypl-item-metadata\0e0c8850-c5d2-012f-3ad4-58d385a7bc34.json,0e0c8850-c5d2-012f-3ad4-58d385a7bc34,"['Cherry blossoms at Karurusu, Nagasaki.']",Postcards,https://digitalcollections.nypl.org/items/0e0c8850-c5d2-012f-3ad4-58d385a7bc34,Not found,Made in Japan.,"['Nagasaki-shi (Japan)', 'Japanese tea gardens', 'Cherry trees', 'Flowers']","['Collotypes', '9 x 14 cm.', 'Hand colored.']",eng,s.n.,"The New York Public Library believes that this item is in the public domain under the laws of the United States, but did not make a determination as to its copyright status under the copyright laws of other countries. This item may not be in the public domain under the laws of other countries. Though not required, if you want to credit us as the source, please use the following statement, ""From The New York Public Library,"" and provide a link back to the item on our Digital Collections site. Doing so helps us track how our collection is used and helps justify freely releasing even more content in the future.",Not found
still image,2024-12-08,nypl-item-metadata\0e52eba0-c5d3-012f-585c-58d385a7bc34.json,0e52eba0-c5d3-012f-585c-58d385a7bc34,['Ceylon vegetables.'],Postcards,https://digitalcollections.nypl.org/items/0e52eba0-c5d3-012f-585c-58d385a7bc34,"['1907', '1918']",Colombo,"['Sri Lankans', 'Sri Lanka', 'Pumpkins', 'Harvesting', 'sarongs']","['Collotypes', '14 x 9 cm.', 'Photomechanical prints']",eng,John & Co.,"The New York Public Library believes that this item is in the public domain under the laws of the United States, but did not make a determination as to its copyright status under the copyright laws of other countries. This item may not be in the public domain under the laws of other countries. Though not required, if you want to credit us as the source, please use the following statement, ""From The New York Public Library,"" and provide a link back to the item on our Digital Collections site. Doing so helps us track how our collection is used and helps justify freely releasing even more content in the future.",Not found
still image,2024-12-08,nypl-item-metadata\0f577600-c5d3-012f-8efa-58d385a7bc34.json,0f577600-c5d3-012f-8efa-58d385a7bc34,['Ceylon.  Road near Colombo.'],Postcards,https://digitalcollections.nypl.org/items/0f577600-c5d3-012f-8efa-58d385a7bc34,Not found,Printed in England,"['Sri Lanka', 'Rattan palms', 'Dirt roads', 'Colombo (Sri Lanka)']","['Halftone photomechanical prints', '9 x 14 cm.']",eng,Raphael Tuck & Sons,"The New York Public Library believes that this item is in the public domain under the laws of the United States, but did not make a determination as to its copyright status under the copyright laws of other countries. This item may not be in the public domain under the laws of other countries. Though not required, if you want to credit us as the source, please use the following statement, ""From The New York Public Library,"" and provide a link back to the item on our Digital Collections site. Doing so helps us track how our collection is used and helps justify freely releasing even more content in the future.",Not found
still image,2024-12-08,nypl-item-metadata\0f792e90-65a4-013a-eddd-0242ac110003.json,0f792e90-65a4-013a-eddd-0242ac110003,"['The Kowloon Electric Works, Hongkong']",Postcards,https://digitalcollections.nypl.org/items/0f792e90-65a4-013a-eddd-0242ac110003,"['1900', '1910']",Hong Kong,Not found,"['Halftone photomechanical prints', 'Extent: 9 x 14 cm']",eng,Tai Woo,"The New York Public Library believes that this item is in the public domain under the laws of the United States, but did not make a determination as to its copyright status under the copyright laws of other countries. This item may not be in the public domain under the laws of other countries. Though not required, if you want to credit us as the source, please use the following statement, ""From The New York Public Library,"" and provide a link back to the item on our Digital Collections site. Doing so helps us track how our collection is used and helps justify freely releasing even more content in the future.",Not found
still image,2024-12-08,nypl-item-metadata\0fbf4780-c5d1-012f-51ed-58d385a7bc34.json,0fbf4780-c5d1-012f-51ed-58d385a7bc34,['Beating the death drum for a cannibal feast'],"['Postcards', 'Ethnographic photographs', 'Photographs']",https://digitalcollections.nypl.org/items/0fbf4780-c5d1-012f-51ed-58d385a7bc34,Not found,London,"['Drums', 'Percussion instruments', 'Fijians', 'Indigenous peoples', 'Backdrops', 'Staged photographs']",Not found,eng,F. W. Caine,"The New York Public Library believes that this item is in the public domain under the laws of the United States, but did not make a determination as to its copyright status under the copyright laws of other countries. This item may not be in the public domain under the laws of other countries. Though not required, if you want to credit us as the source, please use the following statement, ""From The New York Public Library,"" and provide a link back to the item on our Digital Collections site. Doing so helps us track how our collection is used and helps justify freely releasing even more content in the future.",Not found
still image,2024-12-08,nypl-item-metadata\101906d0-c5d1-012f-4e40-58d385a7bc34.json,101906d0-c5d1-012f-4e40-58d385a7bc34,"['Canoe racing, Fiji.']",Postcards,https://digitalcollections.nypl.org/items/101906d0-c5d1-012f-4e40-58d385a7bc34,Not found,Not found,"['Sailboat racing', 'Outrigger canoes', 'Fijians']",Not found,eng,"Gardiner, Harry","The New York Public Library believes that this item is in the public domain under the laws of the United States, but did not make a determination as to its copyright status under the copyright laws of other countries. This item may not be in the public domain under the laws of other countries. Though not required, if you want to credit us as the source, please use the following statement, ""From The New York Public Library,"" and provide a link back to the item on our Digital Collections site. Doing so helps us track how our collection is used and helps justify freely releasing even more content in the future.",Not found
still image,2024-12-08,nypl-item-metadata\10529380-c5d1-012f-2782-58d385a7bc34.json,10529380-c5d1-012f-2782-58d385a7bc34,['A fine type of Fijian.'],"['Postcards', 'Ethnographic photographs', 'Portrait photographs']",https://digitalcollections.nypl.org/items/10529380-c5d1-012f-2782-58d385a7bc34,Not found,Not found,"['Fijians', 'Indigenous peoples']",Not found,eng,Not found,"The New York Public Library believes that this item is in the public domain under the laws of the United States, but did not make a determination as to its copyright status under the copyright laws of other countries. This item may not be in the public domain under the laws of other countries. Though not required, if you want to credit us as the source, please use the following statement, ""From The New York Public Library,"" and provide a link back to the item on our Digital Collections site. Doing so helps us track how our collection is used and helps justify freely releasing even more content in the future.",Not found
still image,2024-12-08,nypl-item-metadata\109b1a90-c5d1-012f-4f2d-58d385a7bc34.json,109b1a90-c5d1-012f-4f2d-58d385a7bc34,['Young Fijian warriors.'],"['Postcards', 'Ethnographic photographs']",https://digitalcollections.nypl.org/items/109b1a90-c5d1-012f-4f2d-58d385a7bc34,Not found,Printed in England,"['Warriors', 'Banana plants', 'Fijians', 'Indigenous peoples']",Not found,eng,F. W. Caine,"The New York Public Library believes that this item is in the public domain under the laws of the United States, but did not make a determination as to its copyright status under the copyright laws of other countries. This item may not be in the public domain under the laws of other countries. Though not required, if you want to credit us as the source, please use the following statement, ""From The New York Public Library,"" and provide a link back to the item on our Digital Collections site. Doing so helps us track how our collection is used and helps justify freely releasing even more content in the future.",Not found
still image,2024-12-08,nypl-item-metadata\10dbee90-c5d1-012f-8fab-58d385a7bc34.json,10dbee90-c5d1-012f-8fab-58d385a7bc34,['Village scene--Fiji'],Postcards,https://digitalcollections.nypl.org/items/10dbee90-c5d1-012f-8fab-58d385a7bc34,"['1901', '1907']",Not found,Not found,Not found,eng,G. L. Griffiths,"The New York Public Library believes that this item is in the public domain under the laws of the United States, but did not make a determination as to its copyright status under the copyright laws of other countries. This item may not be in the public domain under the laws of other countries. Though not required, if you want to credit us as the source, please use the following statement, ""From The New York Public Library,"" and provide a link back to the item on our Digital Collections site. Doing so helps us track how our collection is used and helps justify freely releasing even more content in the future.",Not found
still image,2024-12-08,nypl-item-metadata\1126a680-c5d1-012f-3866-58d385a7bc34.json,1126a680-c5d1-012f-3866-58d385a7bc34,['Typical Fijians.'],"['Postcards', 'Ethnographic photographs', 'Portrait photographs']",https://digitalcollections.nypl.org/items/1126a680-c5d1-012f-3866-58d385a7bc34,Not found,Milan,"['Fijians', 'Backdrops']","['Collotypes', '9 x 14 cm.', '1 photomechanical print (postcard) : collotype ; 9 x 14 cm.']",eng,Not found,"The New York Public Library believes that this item is in the public domain under the laws of the United States, but did not make a determination as to its copyright status under the copyright laws of other countries. This item may not be in the public domain under the laws of other countries. Though not required, if you want to credit us as the source, please use the following statement, ""From The New York Public Library,"" and provide a link back to the item on our Digital Collections site. Doing so helps us track how our collection is used and helps justify freely releasing even more content in the future.",Not found
still image,2024-12-08,nypl-item-metadata\11487ab0-c5d3-012f-b318-58d385a7bc34.json,11487ab0-c5d3-012f-b318-58d385a7bc34,"['Tea estate coolie lines [i.e., housing accommodations].']",Postcards,https://digitalcollections.nypl.org/items/11487ab0-c5d3-012f-b318-58d385a7bc34,Not found,Ceylon,"['Sri Lankans', 'Sri Lanka', 'Contract laborers', 'Dwellings--Sri Lanka']","['Collotypes', '9 x 14 cm.', 'Photomechanical prints']",eng,A.W.A. Plâté & Co.,"The New York Public Library believes that this item is in the public domain under the laws of the United States, but did not make a determination as to its copyright status under the copyright laws of other countries. This item may not be in the public domain under the laws of other countries. Though not required, if you want to credit us as the source, please use the following statement, ""From The New York Public Library,"" and provide a link back to the item on our Digital Collections site. Doing so helps us track how our collection is used and helps justify freely releasing even more content in the future.",Not found
still image,2024-12-08,nypl-item-metadata\11659180-c5d1-012f-f495-58d385a7bc34.json,11659180-c5d1-012f-f495-58d385a7bc34,"['Botanical gardens, Suva, Fiji.']",Postcards,https://digitalcollections.nypl.org/items/11659180-c5d1-012f-f495-58d385a7bc34,Not found,"Armadale, Victoria","['Botanical gardens', 'Fiji']",Not found,eng,"Gardiner, Harry","The New York Public Library believes that this item is in the public domain under the laws of the United States, but did not make a determination as to its copyright status under the copyright laws of other countries. This item may not be in the public domain under the laws of other countries. Though not required, if you want to credit us as the source, please use the following statement, ""From The New York Public Library,"" and provide a link back to the item on our Digital Collections site. Doing so helps us track how our collection is used and helps justify freely releasing even more content in the future.",Not found
still image,2024-12-08,nypl-item-metadata\11846b70-c5d3-012f-532d-58d385a7bc34.json,11846b70-c5d3-012f-532d-58d385a7bc34,"['River scene, Ceylon.']",Postcards,https://digitalcollections.nypl.org/items/11846b70-c5d3-012f-532d-58d385a7bc34,"['1907', '1918']",Ceylon,"['Sri Lankans', 'Sri Lanka', 'Rivers', 'Dwellings--Sri Lanka', 'Houseboats']","['Collotypes', '9 x 14 cm.', 'Photomechanical prints']",eng,A.W.A. Plâté & Co.,"The New York Public Library believes that this item is in the public domain under the laws of the United States, but did not make a determination as to its copyright status under the copyright laws of other countries. This item may not be in the public domain under the laws of other countries. Though not required, if you want to credit us as the source, please use the following statement, ""From The New York Public Library,"" and provide a link back to the item on our Digital Collections site. Doing so helps us track how our collection is used and helps justify freely releasing even more content in the future.",Not found
still image,2024-12-08,nypl-item-metadata\11b64320-c5d1-012f-61af-58d385a7bc34.json,11b64320-c5d1-012f-61af-58d385a7bc34,['Old chiefs of Fiji (once cannibals).'],"['Postcards', 'Group portraits']",https://digitalcollections.nypl.org/items/11b64320-c5d1-012f-61af-58d385a7bc34,Not found,Milan,Not found,"['Collotypes', '9 x 14 cm.', '1 photomechanical print (postcard) : collotype ; 9 x 14 cm.']",eng,Not found,"The New York Public Library believes that this item is in the public domain under the laws of the United States, but did not make a determination as to its copyright status under the copyright laws of other countries. This item may not be in the public domain under the laws of other countries. Though not required, if you want to credit us as the source, please use the following statement, ""From The New York Public Library,"" and provide a link back to the item on our Digital Collections site. Doing so helps us track how our collection is used and helps justify freely releasing even more content in the future.",Not found
still image,2024-12-08,nypl-item-metadata\1203f620-c5d1-012f-fb3e-58d385a7bc34.json,1203f620-c5d1-012f-fb3e-58d385a7bc34,"['Native foods, taro, turtles & yangona roots.']","['Postcards', 'Ethnographic photographs']",https://digitalcollections.nypl.org/items/1203f620-c5d1-012f-fb3e-58d385a7bc34,Not found,Not found,Not found,Not found,eng,F. W. Caine,"The New York Public Library believes that this item is in the public domain under the laws of the United States, but did not make a determination as to its copyright status under the copyright laws of other countries. This item may not be in the public domain under the laws of other countries. Though not required, if you want to credit us as the source, please use the following statement, ""From The New York Public Library,"" and provide a link back to the item on our Digital Collections site. Doing so helps us track how our collection is used and helps justify freely releasing even more content in the future.",Not found
still image,2024-12-08,nypl-item-metadata\12052da0-c5d3-012f-e930-58d385a7bc34.json,12052da0-c5d3-012f-e930-58d385a7bc34,['Jungle village scene.'],Postcards,https://digitalcollections.nypl.org/items/12052da0-c5d3-012f-e930-58d385a7bc34,"['1907', '1918']",Ceylon,"['Sri Lankans', 'Sri Lanka', 'Dwellings--Sri Lanka', 'Thatched roofs']","['Collotypes', '9 x 14 cm.', 'Photomechanical prints']",eng,A.W.A. Plâté & Co.,"The New York Public Library believes that this item is in the public domain under the laws of the United States, but did not make a determination as to its copyright status under the copyright laws of other countries. This item may not be in the public domain under the laws of other countries. Though not required, if you want to credit us as the source, please use the following statement, ""From The New York Public Library,"" and provide a link back to the item on our Digital Collections site. Doing so helps us track how our collection is used and helps justify freely releasing even more content in the future.",Not found
